Stop,StopTranslated,Fish,FishTranslated,BaitRagworm,BaitKrill,BaitPlumpWorm,BaitVersatileLure,BaitSpecial,BaitMooch,BaitSpecialType,BaitSpecialTypeTranslated,BaitMoochType,BaitMoochTypeTranslated,BestBait,BestBaitTranslated,Points,DH,TH,Bite,Hookset,hooksetName,WeatherFairSkies,WeatherClouds,WeatherFog,WeatherSpecial1,WeatherSpecial2,WeatherClearSkies,WeatherSpecial1Type,WeatherSpecial1TypeTranslated,WeatherSpecial2Type,WeatherSpecial2TypeTranslated,TimeFrameDay,TimeFrameSunset,TimeFrameNight,Stars,Mission,Species,SpeciesTranslated,Intuition,FabledTable,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,Route12
Rhotano,로타노 해,Spectral Bass,유령 농어,21 - 36,21 - 36,21 - 36,23 - 38,,,,,,,Plump Worm,굵은지렁이,100,1,1,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,No,Dust Storms,모래먼지,Heat Waves,작열파,,,,4,,,,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,로타노 해,I!Sabaton,바다판금장화,,11 - 19,,,,,,,,,Krill,크릴,204,1,1,!!!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Dust Storms,모래먼지,Heat Waves,작열파,,,,4,,,,"(60s) x2 <img class=""iconMini"" src=""../img/fish/Crimson Monkfish.png"" alt=""Crimson Monkfish"" data-bs-toggle=""popover"" data-bs-trigger=""hover"" data-bs-content=""Crimson Monkfish"" tabindex=""0"">",No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,로타노 해,Aronnax,아로낙스,2 - 3,2 - 3,2 - 3,4 - 6,2 - 3,,Rat Tail,쥐꼬리,,,Krill,크릴,95,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,로타노 해,Sweeper,청소상어,5 - 7,,5 - 7,7 - 8,,,Rat Tail,쥐꼬리,,,Plump Worm,굵은지렁이,216,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,No,No,4,S,Shark,상어,,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
Rhotano,로타노 해,T!Silencer,침묵어,3 - 4,3 - 4,3 - 4,4 - 7,5 - 7,,Rat Tail,쥐꼬리,,,Ragworm,바위털갯지렁이,89,4,7,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,F,Fugu,복어,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,로타노 해,T!Deep-sea Eel,심해 장어,5 - 9,5 - 9,5 - 9,7 - 11,5 - 9,,Rat Tail,쥐꼬리,,,Plump Worm,굵은지렁이,81,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,로타노 해,Executioner,사형집행어,,,6 - 9,8 - 12,,,Rat Tail,쥐꼬리,,,Plump Worm,굵은지렁이,216,4,7,!!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,No,No,4,S,Shark,상어,,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
Rhotano,로타노 해,Floating Saucer,부유접시,,7 - 11,,9 - 13,,,Rat Tail,쥐꼬리,,,Krill,크릴,222,4,7,!,Precision,섬세한 낚아채기,,,,,,,,,,,No,No,Yes,4,,Jellyfish,해파리,,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
Rhotano,로타노 해,True Barramundi,바라문디,3.5 - 6,3.5 - 6,3.5 - 6,5 - 9,3.5 - 6,,Rat Tail,쥐꼬리,,,Krill,크릴,95,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,로타노 해,Prodigal Son,방탕아,3.5 - 6,3.5 - 6,3.5 - 6,5 - 9,3.5 - 6,,Rat Tail,쥐꼬리,,,Krill,크릴,95,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
Rhotano,로타노 해,Slipsnail,달팽이고기,5 - 7,,,6 - 9,,,Rat Tail,쥐꼬리,,,Ragworm,바위털갯지렁이,246,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,No,No,Yes,4,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
Rhotano,로타노 해,F!Stonescale,바위비늘,,,,,9 - 13,,Rat Tail,쥐꼬리,,,Rat Tail,쥐꼬리,500,1,1,!!!,Powerful,강력한 낚아채기,,,,,,,,,,,No,Yes,No,5,,,,"(15s) x1 <img class=""iconMini"" src=""../img/fish/Deep-sea Eel.png"" alt=""Deep-sea Eel"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Deep-sea Eel"" tabindex=""0""> + x1 <img class=""iconMini"" src=""../img/fish/Silencer.png"" alt=""Silencer"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Silencer"" tabindex=""0"">",Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No
Cieldalaes,시엘달레 제도,Tortoiseshell Crab,거북등딱지게,6 - 12,6 - 12,6 - 12,8 - 15,,,,,,,Krill,크릴,10,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,1,C,Crab,게,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Lady's Cameo,에드비아의 반지,12 - 22,12 - 22,12 - 22,14 - 26,,,,,,,Ragworm,바위털갯지렁이,15,2,3,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,No,No,Yes,Thunder,번개,Thunderstorms,뇌우,,,,1,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,T!Metallic Boxfish,철상자복,5 - 11,5 - 11,5 - 11,9 - 14,,,,,,,Ragworm,바위털갯지렁이,9,2,3,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,1,F,Fugu,복어,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Goobbue Ray,구부가오리,17 - 27,17 - 27,12 - 22,18 - 27,,,,,,,Plump Worm,굵은지렁이,33,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,2,,Manta,가오리,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Watermoura,바다와무라,14 - 22,9 - 17,14 - 22,14 - 22,,,,,,,Krill,크릴,41,2,3,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,No,Yes,Thunder,번개,Thunderstorms,뇌우,,,,2,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,King Cobrafish,왕독사고기,9 - 12,9 - 12,5 - 8,9 - 12,,,,,,,Plump Worm,굵은지렁이,39,2,3,!!!,Powerful,강력한 낚아채기,Yes,No,No,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,2,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Mamahi-mahi,마마히마히,18 - 30,18 - 30,18 - 30,18 - 30,,,,,,,Plump Worm,굵은지렁이,58,2,3,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,3,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Lavandin Remora,라반딘 빨판어,16 - 26,16 - 26,16 - 26,16 - 25,,,,,,,Krill,크릴,52,2,3,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,3,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Spectral Butterfly,유령나비어,12 - 18,12 - 18,12 - 18,13 - 20,,,,,,,Ragworm,바위털갯지렁이,100,1,1,!!!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,No,Thunder,번개,Thunderstorms,뇌우,,,,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,I!Cieldalaes Geode,시엘달레 수정굴어,,13 - 26,,,,,,,,,Krill,크릴,246,1,1,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,4,,,,"(60s) x3 <img class=""iconMini"" src=""../img/fish/Metallic Boxfish.png"" alt=""Metallic Boxfish"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Metallic Boxfish"" tabindex=""0"">",No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Titanshell Crab,타이탄등딱지게,2 - 3,2 - 3,2 - 3,4 - 6,4 - 6,,Squid Strip,오징어 살,,,Krill,크릴,84,4,7,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,C,Crab,게,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Mythril Boxfish,미스릴상자복,2 - 3,2 - 3,2 - 3,4 - 6,4 - 6,,Squid Strip,오징어 살,,,Ragworm,바위털갯지렁이,64,4,7,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,F,Fugu,복어,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,T!Mistbeard's Cup,안개수염의 잔,3 - 4,3 - 4,3 - 4,5 - 8,3 - 4,,Squid Strip,오징어 살,,,Squid Strip,오징어 살,84,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Anomalocaris Saron,아노말로카리스 사론,3.5 - 6,3.5 - 6,3.5 - 6,6 - 9,3.5 - 6,,Squid Strip,오징어 살,,,Squid Strip,오징어 살,84,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Flaming Eel,불꽃장어,,6 - 9,,9 - 11,6 - 9,,Squid Strip,오징어 살,,,Krill,크릴,198,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,No,Yes,No,4,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
Cieldalaes,시엘달레 제도,T!Jetborne Manta,제트가오리,2 - 3,2 - 3,2 - 3,4 - 6,4 - 6,,Squid Strip,오징어 살,,,Plump Worm,굵은지렁이,75,4,7,!!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,Manta,가오리,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes
Cieldalaes,시엘달레 제도,Devil's Sting,악마의 독침,,7 - 11,,9 - 12,7 - 11,,Squid Strip,오징어 살,,,Krill,크릴,201,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,No,No,4,,,,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Cieldalaes,시엘달레 제도,Callichthyid,칼리크티스,,,6 - 8,10 - 12,,,Squid Strip,오징어 살,,,Plump Worm,굵은지렁이,178,2,3,!!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,No,No,4,,,,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
Cieldalaes,시엘달레 제도,Meandering Mora,부유개복치,,,7 - 9,9 - 11,,,Squid Strip,오징어 살,,,Plump Worm,굵은지렁이,283,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,No,Yes,No,4,,,,,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes
Cieldalaes,시엘달레 제도,F!Hafgufa,하프구바,,,,,9 - 12,,Squid Strip,오징어 살,,,Squid Strip,오징어 살,500,1,1,!!!,Powerful,강력한 낚아채기,,,,,,,,,,,No,No,Yes,5,,,,"(15s) x2 <img class=""iconMini"" src=""../img/fish/Jetborne Manta.png"" alt=""Jetborne Manta"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Jetborne Manta"" tabindex=""0""> + x1 <img class=""iconMini"" src=""../img/fish/Mistbeard_s Cup.png"" alt=""Mistbeard\'s Cup"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Mistbeard's Cup"" tabindex=""0"">",Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No
Bloodbrine,붉은물결 바다,Thaliak Crab,살리아크게,4 - 7,4 - 7,4 - 7,7 - 11,,,,,,,Ragworm,바위털갯지렁이,9,2,3,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Rain,비,Showers,폭우,,,,1,C,Crab,게,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Star of the Destroyer,랄거의 별조각,7 - 13,7 - 13,7 - 13,10 - 17,,,,,,,Ragworm,바위털갯지렁이,14,2,3,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,No,No,Yes,Rain,비,Showers,폭우,,,,1,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,True Scad,참전갱이,6 -10,6 - 10,6 - 10,9 - 14,,,,,,,Krill,크릴,8,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Rain,비,Showers,폭우,,,,1,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Blooded Wrasse,피혹부리놀래기,12 - 17,12 - 17,7 - 12,12 - 17,,,,,,,Plump Worm,굵은지렁이,35,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,No,Yes,Rain,비,Showers,폭우,,,,2,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Bloodpolish Crab,핏빛집게게,14 - 27,19 - 32,19 - 32,19 - 32,,,,,,,Ragworm,바위털갯지렁이,28,4,7,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Rain,비,Showers,폭우,,,,2,C,Crab,게,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Blue Stitcher,푸른바늘,8 - 11,3 - 6,8 - 11,8 - 11,,,,,,,Krill,크릴,30,2,3,!,Precision,섬세한 낚아채기,Yes,No,No,Yes,Yes,Yes,Rain,비,Showers,폭우,,,,2,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Bloodfresh Tuna,핏빛참치,14 - 21,14 - 21,14 - 21,14 - 21,,,,,,,Plump Worm,굵은지렁이,43,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Rain,비,Showers,폭우,,,,3,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,T!Sunken Mask,침몰가면,14 - 22,14 - 22,14 - 22,14 - 22,,,,,,,Ragworm,바위털갯지렁이,49,2,3,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Rain,비,Showers,폭우,,,,3,,,,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Bloodbrine,붉은물결 바다,Spectral Eel,유령 장어,14 - 22,14 - 22,14 - 22,14 - 22,,,,,,,Krill,크릴,100,1,1,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,No,Rain,비,Showers,폭우,,,,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Bloodbrine,붉은물결 바다,I!Bareface,민낯문어,,8 - 15,,,,,,,,,Krill,크릴,326,1,1,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Rain,비,Showers,폭우,,,,4,,,,"(60s) x1 <img class=""iconMini"" src=""../img/fish/Sunken Mask.png"" alt=""Sunken Mask"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Sunken Mask"" tabindex=""0"">",No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
Bloodbrine,붉은물결 바다,Oracular Crab,제사장게,2 - 3,2 - 3,2 - 3,4 - 6,,,Pill Bug,쥐며느리,,,Ragworm,바위털갯지렁이,102,4,7,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,No,No,4,C,Crab,게,,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Bloodbrine,붉은물결 바다,Dravanian Bream,드라바니아 도미,3 - 4,3 - 4,3 - 4,5 - 7,,,Pill Bug,쥐며느리,,,Krill,크릴,77,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Skaldminni,시인의 추억,,4.5 - 8,,7 - 10,,,Pill Bug,쥐며느리,,,Krill,크릴,102,4,7,!!,Powerful,강력한 낚아채기,,,,,,,,,,,No,No,Yes,4,,Manta,가오리,,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Bloodbrine,붉은물결 바다,Serrated Clam,톱니조개,3 - 4,3 - 4,3 - 4,5 - 7,3 - 4,,Pill Bug,쥐며느리,,,Ragworm,바위털갯지렁이,74,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,T!Beatific Vision,지복직관어,2 - 3,2 - 3,2 - 3,5 - 7,2 - 3,,Pill Bug,쥐며느리,,,Pill Bug,쥐며느리,77,4,7,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Exterminator,몰살게,5.5 - 8,,,8 - 10,,,Pill Bug,쥐며느리,,,Ragworm,바위털갯지렁이,255,4,7,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,No,No,4,C,Crab,게,,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Bloodbrine,붉은물결 바다,Gory Tuna,유혈참치,3 - 4,3 - 4,3 - 4,6 - 8,3 - 4,,Pill Bug,쥐며느리,,,Plump Worm,굵은지렁이,92,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Ticinepomis,티키네포미스,3 - 4,3 - 4,3 - 4,5 - 7,3 - 4,,Pill Bug,쥐며느리,,,Plump Worm,굵은지렁이,92,2,3,!!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,Quartz Hammerhead,수정 망치상어,,,7 - 9,9 - 11,,,Pill Bug,쥐며느리,,,Plump Worm,굵은지렁이,460,2,3,!!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,Shark,상어,,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
Bloodbrine,붉은물결 바다,F!Seafaring Toad,바다개구리,,,,,9 - 12,,Pill Bug,쥐며느리,,,Pill Bug,쥐며느리,500,1,1,!!!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,No,No,5,,,,"(15s) x3 <img class=""iconMini"" src=""../img/fish/Beatific Vision.png"" alt=""Beatific Vision"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Beatific Vision"" tabindex=""0"">",Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
Rothlyt,로들리트 만,Crow Puffer,까마귀복,3 - 6,3 - 6,3 - 6,5 - 9,,,,,,,Ragworm,바위털갯지렁이,10,2,3,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,1,F,Fugu,복어,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,T!Rothlyt Kelp,로들리트 미역,6 - 11,6 - 11,6 - 11,8 - 14,,,,,,,Ragworm,바위털갯지렁이,10,3 - 4,5 - 7,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,1,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Living Lantern,꽈리해파리,6 - 11,6 - 11,6 - 11,9 - 13,,,,,,,Krill,크릴,13,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,No,No,Yes,Thunder,번개,Thunderstorms,뇌우,,,,1,,Jellyfish,해파리,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Honeycomb Fish,벌집고기,12 - 23,17 - 28,17 - 28,17 - 27,,,,,,,Ragworm,바위털갯지렁이,29,4,7,!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,2,F,Fugu,복어,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Godsbed,해신의 침대,17 - 28,17 - 28,12 - 23,17 - 28,,,,,,,Plump Worm,굵은지렁이,29,2,3,!!,Powerful,강력한 낚아채기,Yes,No,No,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,2,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Lansquenet,용병어,15 - 25,15 - 25,11 - 20,15 - 25,,,,,,,Plump Worm,굵은지렁이,36,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,No,Yes,Thunder,번개,Thunderstorms,뇌우,,,,2,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Thavnairian Shark,사베네어 상어,12 - 17,12 - 17,12 - 17,12 - 17,,,,,,,Krill,크릴,44,2,3,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,3,,Shark,상어,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Nephrite Eel,연옥장어,15 - 24,15 - 24,15 - 24,15 - 24,,,,,,,Krill,크릴,44,2,3,!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,3,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Spectresaur,유령 사우루스,15 - 24,15 - 24,15 - 24,16 - 24,,,,,,,Plump Worm,굵은지렁이,100,1,1,!!!,Powerful,강력한 낚아채기,Yes,Yes,Yes,Yes,Yes,No,Thunder,번개,Thunderstorms,뇌우,,,,4,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,I!Ginkgo Fin,은행나무어,11 - 18,,,,,,,,,,Ragworm,바위털갯지렁이,238,1,1,!!!,Precision,섬세한 낚아채기,Yes,Yes,Yes,Yes,Yes,Yes,Thunder,번개,Thunderstorms,뇌우,,,,4,,,,"(60s) x3 <img class=""iconMini"" src=""../img/fish/Rothlyt Kelp.png"" alt=""Rothlyt Kelp"" data-bs-toggle=""tooltip"" data-bs-trigger=""hover"" data-bs-title=""Rothlyt Kelp"" tabindex=""0"">",No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Garum Jug,젓갈통고기,2 - 3,2 - 3,2 - 3,4 - 6,,,,,,,Ragworm,바위털갯지렁이,107,4,7,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,No,Yes,4,F,Fugu,복어,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Rothlyt,로들리트 만,Smooth Jaguar,표범장어,3 - 4,3 - 4,3 - 4,5 - 7,,3 - 4,,,M!Rothlyt Mussel,로들리트 홍합,Plump Worm,굵은지렁이,70,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,M!Rothlyt Mussel,로들리트 홍합,3 - 4,3 - 4,3 - 4,5 - 7,,,,,,,Ragworm,바위털갯지렁이,72,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Levi Elver,리바치어선,2 - 3,2 - 3,2 - 3,4 - 6,,2 - 3,,,M!Rothlyt Mussel,로들리트 홍합,Krill,크릴,75,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Pearl Bombfish,진주복,,5 - 6,,7 - 9,,,,,,,Krill,크릴,237,4,7,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,No,Yes,4,F,Fugu,복어,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes
Rothlyt,로들리트 만,T!Trollfish,볏지느러미,,,,,,3.5 - 6,,,M!Rothlyt Mussel,로들리트 홍합,M!Rothlyt Mussel,로들리트 홍합,202,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Panoptes,파놉테스,,,4.5 - 8,7 - 11,,7 - 11,,,M!Rothlyt Mussel,로들리트 홍합,Plump Worm,굵은지렁이,125,4,7,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,No,No,4,,Manta,가오리,,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Rothlyt,로들리트 만,Crepe Sole,황금밑창,4.5 - 8,4.5 - 8,4.5 - 8,7 - 11,,,,,,,Ragworm,바위털갯지렁이,72,2,3,!,Precision,섬세한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
Rothlyt,로들리트 만,Knifejaw,칼턱주가리,,7 - 9,,9 - 11,,,,,,,Krill,크릴,465,2,3,!!,Powerful,강력한 낚아채기,,,,,,,,,,,Yes,Yes,Yes,4,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
